product_id,category,name,brand,size,price,mrp,discount_percent,rack_location,in_stock,health_tags
2998,Dairy,Curd 500 g Amul,Amul,500 g,695.11,772.34,10,A08-R03-S04,1,kids
2999,Bread,Brown Bread 1 L India Gate,India Gate,1 L,455.3,569.13,20,A09-R04-S05,1,protein;kids;low sugar
3000,Biscuits,Milk Bikis 250 g Amul,Amul,250 g,361.76,425.6,15,A10-R05-S06,1,low fat
3001,Bread,Brown Bread 500 g Modern,Modern,500 g,156.5,156.5,0,A01-R01-S01,1,low fat;protein
3002,Oil,Groundnut Oil 2 kg Amul,Amul,2 kg,158.0,185.88,15,A02-R02-S02,1,protein;kids
3003,Rice,Basmati Rice 1 L India Gate,India Gate,1 L,655.33,655.33,0,A03-R03-S03,1,high fibre
3004,Beverages,Mango Drink 200 ml Amul,Amul,200 ml,675.83,675.83,0,A04-R04-S04,1,kids;diabetic friendly;protein
3005,Bread,Whole Wheat Bread 1 L Aashirvaad,Aashirvaad,1 L,150.22,150.22,0,A05-R05-S05,1,protein;snack;diabetic friendly
3006,Snacks,Mixture 2 kg Modern,Modern,2 kg,431.95,479.94,10,A06-R01-S06,1,low sugar;protein;snack
3007,Snacks,Potato Chips 250 g India Gate,India Gate,250 g,402.62,473.67,15,A07-R02-S01,1,protein
3008,Bread,Whole Wheat Bread 1 L Britannia,Britannia,1 L,464.24,546.16,15,A08-R03-S02,1,snack;kids
3009,Pulses,Toor Dal 500 ml Lays,Lays,500 ml,362.05,362.05,0,A09-R04-S03,1,low sugar;kids
3010,Snacks,Namkeen 1 L Aashirvaad,Aashirvaad,1 L,135.32,135.32,0,A10-R05-S04,1,protein
3011,Dairy,Curd 200 ml Modern,Modern,200 ml,142.65,167.82,15,A01-R01-S05,1,snack;protein
3012,Snacks,Namkeen 500 ml DMart,DMart,500 ml,234.04,234.04,0,A02-R02-S06,1,diabetic friendly
3013,Snacks,Mixture 200 g India Gate,India Gate,200 g,32.49,36.1,10,A03-R03-S01,1,diabetic friendly;staple;kids
3014,Oil,Groundnut Oil 1 L Parle,Parle,1 L,143.85,143.85,0,A04-R04-S02,1,low sugar
3015,Oil,Groundnut Oil 100 g Lays,Lays,100 g,143.66,151.22,5,A05-R05-S03,1,kids;diabetic friendly;protein
3016,Snacks,Khakhra 200 g Parle,Parle,200 g,667.65,741.83,10,A06-R01-S04,1,low sugar;protein;high fibre
3017,Dairy,Cheese Slices 100 g Amul,Amul,100 g,614.16,682.4,10,A07-R02-S05,1,kids;high fibre
3018,Snacks,Namkeen 200 g Lays,Lays,200 g,276.42,276.42,0,A08-R03-S06,1,low sugar
3019,Biscuits,Good Day 500 g Britannia,Britannia,500 g,550.39,687.99,20,A09-R04-S01,1,protein;high fibre;low fat
3020,Pulses,Chana Dal 2 kg Aashirvaad,Aashirvaad,2 kg,721.32,721.32,0,A10-R05-S02,1,staple;protein
3021,Dairy,Curd 1 kg Parle,Parle,1 kg,520.65,578.5,10,A01-R01-S03,1,high fibre;protein
3022,Bread,Whole Wheat Bread 2 kg Aashirvaad,Aashirvaad,2 kg,705.26,783.62,10,A02-R02-S04,1,snack;high fibre
3023,Dairy,Cheese Slices 200 ml Parle,Parle,200 ml,278.66,293.33,5,A03-R03-S05,1,snack;protein
3024,Snacks,Potato Chips 200 g Parle,Parle,200 g,454.27,504.75,10,A04-R04-S06,0,protein;low fat
3025,Rice,Regular Rice 500 g Parle,Parle,500 g,519.21,576.9,10,A05-R05-S01,1,staple
3026,Oil,Sunflower Oil 1 kg Aashirvaad,Aashirvaad,1 kg,701.96,779.96,10,A06-R01-S02,1,low fat
3027,Dairy,Paneer 500 ml Lays,Lays,500 ml,459.44,574.3,20,A07-R02-S03,1,protein
3028,Beverages,Mango Drink 2 kg Aashirvaad,Aashirvaad,2 kg,238.52,298.15,20,A08-R03-S04,1,low sugar
3029,Beverages,Orange Juice 2 kg Britannia,Britannia,2 kg,412.94,516.17,20,A09-R04-S05,1,staple;kids
3030,Oil,Groundnut Oil 500 g Lays,Lays,500 g,117.97,124.18,5,A10-R05-S06,0,snack;high fibre
3031,Biscuits,Good Day 200 ml India Gate,India Gate,200 ml,479.93,533.25,10,A01-R01-S01,0,staple;diabetic friendly;protein
3032,Dairy,Curd 2 kg Lays,Lays,2 kg,85.21,89.69,5,A02-R02-S02,1,high fibre;low sugar;kids
3033,Beverages,Orange Juice 250 g Modern,Modern,250 g,424.64,530.8,20,A03-R03-S03,1,protein;kids;diabetic friendly
3034,Rice,Sona Masoori 100 g India Gate,India Gate,100 g,537.35,671.69,20,A04-R04-S04,1,staple;low sugar;snack
3035,Bread,Whole Wheat Bread 200 g Aashirvaad,Aashirvaad,200 g,420.41,442.54,5,A05-R05-S05,1,diabetic friendly;high fibre;low fat
3036,Rice,Regular Rice 2 kg Amul,Amul,2 kg,562.18,562.18,0,A06-R01-S06,1,kids;protein;snack
3037,Pulses,Chana Dal 100 g Aashirvaad,Aashirvaad,100 g,110.49,116.31,5,A07-R02-S01,1,high fibre;low sugar;protein
3038,Bread,Whole Wheat Bread 500 g India Gate,India Gate,500 g,669.92,744.36,10,A08-R03-S02,1,staple
3039,Beverages,Mango Drink 500 g Lays,Lays,500 g,29.7,34.94,15,A09-R04-S03,1,diabetic friendly;low fat;kids
3040,Rice,Regular Rice 1 kg Amul,Amul,1 kg,196.09,230.7,15,A10-R05-S04,1,kids
3041,Snacks,Mixture 200 g DMart,DMart,200 g,429.88,537.35,20,A01-R01-S05,1,staple;high fibre;kids
3042,Rice,Basmati Rice 1 L Modern,Modern,1 L,646.79,718.66,10,A02-R02-S06,1,staple;low sugar
3043,Pulses,Toor Dal 200 g DMart,DMart,200 g,37.63,39.61,5,A03-R03-S01,0,protein
3044,Oil,Mustard Oil 500 ml Modern,Modern,500 ml,29.82,31.39,5,A04-R04-S02,1,low sugar;high fibre;low fat
3045,Oil,Mustard Oil 2 kg Lays,Lays,2 kg,546.51,607.23,10,A05-R05-S03,1,staple;snack;low sugar
3046,Dairy,Cheese Slices 500 g DMart,DMart,500 g,517.57,517.57,0,A06-R01-S04,1,low fat;low sugar
3047,Pulses,Moong Dal 200 g DMart,DMart,200 g,506.85,596.29,15,A07-R02-S05,1,staple
3048,Rice,Sona Masoori 1 kg India Gate,India Gate,1 kg,62.76,62.76,0,A08-R03-S06,1,kids;low sugar
3049,Pulses,Chana Dal 500 ml Amul,Amul,500 ml,280.72,350.9,20,A09-R04-S01,0,kids
3050,Oil,Sunflower Oil 1 kg India Gate,India Gate,1 kg,317.89,373.99,15,A10-R05-S02,1,low sugar
3051,Dairy,Curd 500 ml Aashirvaad,Aashirvaad,500 ml,20.54,21.62,5,A01-R01-S03,1,kids;protein;low sugar
3052,Bread,White Bread 500 g Britannia,Britannia,500 g,574.47,604.7,5,A02-R02-S04,0,snack
3053,Pulses,Chana Dal 500 ml Aashirvaad,Aashirvaad,500 ml,243.65,286.65,15,A03-R03-S05,1,low sugar
3054,Bread,Brown Bread 500 g DMart,DMart,500 g,394.75,438.61,10,A04-R04-S06,1,protein;low fat
3055,Beverages,Soda 500 g Modern,Modern,500 g,214.43,225.72,5,A05-R05-S01,1,low sugar
3056,Bread,White Bread 100 g Lays,Lays,100 g,701.06,778.96,10,A06-R01-S02,1,diabetic friendly
3057,Dairy,Toned Milk 1 kg Parle,Parle,1 kg,311.18,327.56,5,A07-R02-S03,1,staple
3058,Beverages,Orange Juice 500 ml Fortune,Fortune,500 ml,490.27,576.79,15,A08-R03-S04,1,low fat
3059,Pulses,Toor Dal 1 L Modern,Modern,1 L,83.85,98.65,15,A09-R04-S05,1,low sugar;staple
3060,Dairy,Toned Milk 250 g Britannia,Britannia,250 g,195.06,205.33,5,A10-R05-S06,1,staple
3061,Snacks,Potato Chips 250 g DMart,DMart,250 g,220.66,245.18,10,A01-R01-S01,1,kids;diabetic friendly;protein
3062,Oil,Sunflower Oil 1 L Parle,Parle,1 L,139.59,155.1,10,A02-R02-S02,0,diabetic friendly;low sugar;staple
3063,Rice,Sona Masoori 1 L DMart,DMart,1 L,351.36,413.36,15,A03-R03-S03,1,low sugar;high fibre;kids
3064,Snacks,Potato Chips 1 kg DMart,DMart,1 kg,570.94,713.68,20,A04-R04-S04,1,low sugar
3065,Pulses,Toor Dal 200 g Parle,Parle,200 g,115.06,143.82,20,A05-R05-S05,1,protein;low sugar
3066,Oil,Groundnut Oil 1 kg Parle,Parle,1 kg,56.87,56.87,0,A06-R01-S06,1,protein
3067,Oil,Sunflower Oil 1 L Amul,Amul,1 L,165.93,174.66,5,A07-R02-S01,1,diabetic friendly;low fat;high fibre
3068,Oil,Mustard Oil 100 g DMart,DMart,100 g,332.22,390.85,15,A08-R03-S02,1,kids;low sugar
3069,Biscuits,Milk Bikis 1 L Britannia,Britannia,1 L,72.93,81.03,10,A09-R04-S03,1,kids
3070,Biscuits,Marie Gold 500 g Britannia,Britannia,500 g,626.43,696.03,10,A10-R05-S04,1,kids;staple;snack
3071,Oil,Groundnut Oil 2 kg Aashirvaad,Aashirvaad,2 kg,688.2,764.67,10,A01-R01-S05,1,low fat;snack;staple
3072,Oil,Groundnut Oil 1 kg Aashirvaad,Aashirvaad,1 kg,132.44,139.41,5,A02-R02-S06,1,high fibre;snack;low fat
3073,Bread,Brown Bread 200 ml DMart,DMart,200 ml,389.82,487.28,20,A03-R03-S01,1,high fibre;low fat
3074,Dairy,Paneer 2 kg Lays,Lays,2 kg,266.18,313.15,15,A04-R04-S02,1,protein;low fat
3075,Beverages,Soda 1 kg Parle,Parle,1 kg,71.5,79.45,10,A05-R05-S03,1,snack;low fat;low sugar
3076,Bread,White Bread 2 kg Parle,Parle,2 kg,352.39,391.54,10,A06-R01-S04,1,snack;protein
3077,Bread,Whole Wheat Bread 2 kg Parle,Parle,2 kg,193.05,203.21,5,A07-R02-S05,0,staple
3078,Snacks,Khakhra 500 g Aashirvaad,Aashirvaad,500 g,213.22,266.53,20,A08-R03-S06,1,diabetic friendly;staple
3079,Bread,White Bread 500 g DMart,DMart,500 g,404.08,425.35,5,A09-R04-S01,1,diabetic friendly
3080,Bread,White Bread 500 g DMart,DMart,500 g,193.01,214.46,10,A10-R05-S02,1,staple;low fat;high fibre
3081,Bread,Brown Bread 200 ml DMart,DMart,200 ml,492.12,492.12,0,A01-R01-S03,1,protein;snack;low sugar
3082,Pulses,Toor Dal 250 g Modern,Modern,250 g,41.05,51.31,20,A02-R02-S04,1,snack;protein;low sugar
3083,Biscuits,Marie Gold 250 g DMart,DMart,250 g,85.78,90.29,5,A03-R03-S05,1,high fibre;low sugar
3084,Rice,Sona Masoori 1 L DMart,DMart,1 L,462.31,577.89,20,A04-R04-S06,1,high fibre;diabetic friendly;protein
3085,Dairy,Paneer 1 L Amul,Amul,1 L,372.78,438.57,15,A05-R05-S01,1,high fibre
3086,Beverages,Cola 1 kg Lays,Lays,1 kg,86.26,86.26,0,A06-R01-S02,1,high fibre
3087,Dairy,Paneer 2 kg Amul,Amul,2 kg,357.14,420.17,15,A07-R02-S03,0,protein;low fat;staple
3088,Pulses,Toor Dal 250 g Parle,Parle,250 g,670.78,789.15,15,A08-R03-S04,1,high fibre
3089,Rice,Basmati Rice 100 g Lays,Lays,100 g,218.56,273.2,20,A09-R04-S05,0,low sugar;high fibre;protein
3090,Dairy,Cheese Slices 1 kg Lays,Lays,1 kg,667.17,741.3,10,A10-R05-S06,1,protein;snack
3091,Snacks,Mixture 500 ml India Gate,India Gate,500 ml,412.13,433.82,5,A01-R01-S01,1,high fibre
3092,Rice,Regular Rice 2 kg Fortune,Fortune,2 kg,445.53,495.03,10,A02-R02-S02,1,kids
3093,Dairy,Toned Milk 500 g Aashirvaad,Aashirvaad,500 g,89.34,111.68,20,A03-R03-S03,1,staple;kids
3094,Snacks,Namkeen 100 g Fortune,Fortune,100 g,103.74,109.2,5,A04-R04-S04,1,high fibre
3095,Dairy,Cheese Slices 500 ml Britannia,Britannia,500 ml,690.89,767.66,10,A05-R05-S05,1,diabetic friendly
3096,Dairy,Paneer 100 g Aashirvaad,Aashirvaad,100 g,685.61,761.79,10,A06-R01-S06,1,low sugar
3097,Snacks,Khakhra 500 g Parle,Parle,500 g,40.28,44.76,10,A07-R02-S01,1,snack;low fat;protein
3098,Snacks,Mixture 2 kg India Gate,India Gate,2 kg,449.75,499.72,10,A08-R03-S02,1,low fat;high fibre;kids
3099,Oil,Groundnut Oil 100 g Lays,Lays,100 g,238.98,238.98,0,A09-R04-S03,1,low fat;snack;low sugar
3100,Oil,Groundnut Oil 100 g Fortune,Fortune,100 g,570.82,634.24,10,A10-R05-S04,1,low fat
3101,Rice,Sona Masoori 250 g Fortune,Fortune,250 g,509.75,599.71,15,A01-R01-S05,1,snack;low sugar
3102,Biscuits,Bourbon 1 kg Fortune,Fortune,1 kg,570.96,570.96,0,A02-R02-S06,1,staple
3103,Biscuits,Good Day 250 g Amul,Amul,250 g,251.18,264.4,5,A03-R03-S01,1,snack;high fibre
3104,Snacks,Potato Chips 100 g India Gate,India Gate,100 g,592.74,740.93,20,A04-R04-S02,1,low fat
3105,Beverages,Mango Drink 200 ml Britannia,Britannia,200 ml,322.87,403.59,20,A05-R05-S03,1,protein;snack
3106,Bread,White Bread 500 g Lays,Lays,500 g,133.57,140.6,5,A06-R01-S04,1,staple
3107,Oil,Groundnut Oil 500 ml India Gate,India Gate,500 ml,444.32,522.73,15,A07-R02-S05,1,kids;high fibre
3108,Beverages,Cola 1 kg India Gate,India Gate,1 kg,298.39,331.54,10,A08-R03-S06,1,diabetic friendly
3109,Pulses,Chana Dal 200 g DMart,DMart,200 g,650.36,650.36,0,A09-R04-S01,1,diabetic friendly
3110,Biscuits,Milk Bikis 500 g Britannia,Britannia,500 g,416.28,416.28,0,A10-R05-S02,1,diabetic friendly;low fat;staple
3111,Pulses,Toor Dal 100 g India Gate,India Gate,100 g,633.85,667.21,5,A01-R01-S03,1,low sugar
3112,Rice,Regular Rice 500 g Lays,Lays,500 g,671.23,671.23,0,A02-R02-S04,0,low sugar
3113,Snacks,Khakhra 500 g DMart,DMart,500 g,345.87,406.91,15,A03-R03-S05,1,diabetic friendly;staple
3114,Dairy,Toned Milk 200 g Modern,Modern,200 g,682.92,718.86,5,A04-R04-S06,1,high fibre
3115,Snacks,Mixture 1 L Lays,Lays,1 L,259.61,305.42,15,A05-R05-S01,1,low fat;low sugar
3116,Pulses,Moong Dal 500 g Britannia,Britannia,500 g,37.77,47.21,20,A06-R01-S02,0,diabetic friendly;low fat
3117,Beverages,Orange Juice 500 ml India Gate,India Gate,500 ml,379.87,446.9,15,A07-R02-S03,1,low sugar
3118,Pulses,Toor Dal 200 g DMart,DMart,200 g,256.91,256.91,0,A08-R03-S04,1,snack;staple;low fat
3119,Beverages,Mango Drink 250 g Fortune,Fortune,250 g,317.16,317.16,0,A09-R04-S05,1,high fibre
3120,Oil,Groundnut Oil 500 g Amul,Amul,500 g,353.6,416.0,15,A10-R05-S06,1,staple;diabetic friendly;low fat
3121,Rice,Sona Masoori 200 g Fortune,Fortune,200 g,136.41,143.59,5,A01-R01-S01,1,staple
3122,Oil,Mustard Oil 250 g Parle,Parle,250 g,398.65,419.63,5,A02-R02-S02,1,staple;low fat;high fibre
3123,Snacks,Khakhra 200 ml Parle,Parle,200 ml,137.7,137.7,0,A03-R03-S03,1,low fat
3124,Pulses,Chana Dal 500 ml DMart,DMart,500 ml,638.33,750.98,15,A04-R04-S04,1,protein
3125,Biscuits,Good Day 2 kg India Gate,India Gate,2 kg,427.24,474.71,10,A05-R05-S05,1,snack;protein;diabetic friendly
3126,Rice,Basmati Rice 500 ml Aashirvaad,Aashirvaad,500 ml,126.15,126.15,0,A06-R01-S06,1,low sugar;low fat;snack
3127,Rice,Sona Masoori 1 L Britannia,Britannia,1 L,379.08,399.03,5,A07-R02-S01,1,low fat
3128,Beverages,Cola 1 kg Britannia,Britannia,1 kg,629.56,740.66,15,A08-R03-S02,0,high fibre;snack
3129,Oil,Mustard Oil 2 kg DMart,DMart,2 kg,126.85,149.24,15,A09-R04-S03,0,high fibre
3130,Oil,Sunflower Oil 200 ml Lays,Lays,200 ml,51.65,54.37,5,A10-R05-S04,1,kids;low fat
3131,Biscuits,Marie Gold 100 g Amul,Amul,100 g,190.37,237.96,20,A01-R01-S05,1,kids;snack
3132,Beverages,Mango Drink 100 g Fortune,Fortune,100 g,222.27,233.97,5,A02-R02-S06,1,diabetic friendly;low fat;snack
3133,Pulses,Toor Dal 2 kg Lays,Lays,2 kg,124.61,146.6,15,A03-R03-S01,1,low fat;staple;low sugar
3134,Bread,Whole Wheat Bread 100 g India Gate,India Gate,100 g,293.28,293.28,0,A04-R04-S02,1,low fat;low sugar
3135,Pulses,Toor Dal 1 L Parle,Parle,1 L,588.74,619.73,5,A05-R05-S03,1,kids;snack;staple
3136,Beverages,Mango Drink 1 L Lays,Lays,1 L,441.32,551.65,20,A06-R01-S04,1,diabetic friendly
3137,Oil,Sunflower Oil 200 ml India Gate,India Gate,200 ml,338.17,375.74,10,A07-R02-S05,1,low sugar;staple
3138,Snacks,Namkeen 200 g Fortune,Fortune,200 g,85.52,100.61,15,A08-R03-S06,1,kids
3139,Bread,Brown Bread 2 kg Amul,Amul,2 kg,503.93,530.45,5,A09-R04-S01,1,diabetic friendly;kids;staple
3140,Oil,Mustard Oil 500 g Britannia,Britannia,500 g,144.94,144.94,0,A10-R05-S02,1,kids;protein;low sugar
3141,Pulses,Toor Dal 200 g Aashirvaad,Aashirvaad,200 g,345.06,405.95,15,A01-R01-S03,1,staple;diabetic friendly
3142,Biscuits,Good Day 200 g Britannia,Britannia,200 g,673.79,792.7,15,A02-R02-S04,1,high fibre;snack
3143,Rice,Basmati Rice 1 L Britannia,Britannia,1 L,237.05,263.39,10,A03-R03-S05,1,low sugar;staple;protein
3144,Rice,Sona Masoori 200 ml Britannia,Britannia,200 ml,448.59,560.74,20,A04-R04-S06,0,diabetic friendly;kids
3145,Dairy,Curd 1 kg Parle,Parle,1 kg,300.27,316.07,5,A05-R05-S01,1,diabetic friendly
3146,Biscuits,Milk Bikis 500 g India Gate,India Gate,500 g,125.73,132.35,5,A06-R01-S02,0,snack;protein
3147,Snacks,Namkeen 1 kg Fortune,Fortune,1 kg,492.41,518.33,5,A07-R02-S03,0,protein
3148,Pulses,Chana Dal 1 kg Britannia,Britannia,1 kg,739.83,778.77,5,A08-R03-S04,1,low sugar;kids
3149,Snacks,Namkeen 2 kg Fortune,Fortune,2 kg,404.9,506.12,20,A09-R04-S05,1,kids
3150,Biscuits,Milk Bikis 250 g India Gate,India Gate,250 g,619.28,619.28,0,A10-R05-S06,1,low fat;snack
3151,Snacks,Namkeen 200 ml India Gate,India Gate,200 ml,477.76,562.07,15,A01-R01-S01,1,snack;diabetic friendly
3152,Beverages,Orange Juice 1 kg Amul,Amul,1 kg,482.94,603.67,20,A02-R02-S02,1,high fibre
3153,Oil,Sunflower Oil 200 g Aashirvaad,Aashirvaad,200 g,157.42,196.77,20,A03-R03-S03,1,high fibre;low sugar;staple
3154,Oil,Sunflower Oil 1 L Aashirvaad,Aashirvaad,1 L,369.73,369.73,0,A04-R04-S04,1,high fibre;low fat;snack
3155,Pulses,Moong Dal 200 g DMart,DMart,200 g,671.37,789.85,15,A05-R05-S05,1,low sugar
3156,Rice,Regular Rice 1 L Amul,Amul,1 L,188.92,209.91,10,A06-R01-S06,0,staple;kids
3157,Bread,White Bread 1 kg Aashirvaad,Aashirvaad,1 kg,96.81,101.9,5,A07-R02-S01,1,high fibre;low fat
3158,Dairy,Cheese Slices 200 g Fortune,Fortune,200 g,186.78,219.74,15,A08-R03-S02,1,kids;high fibre
3159,Beverages,Mango Drink 200 ml Amul,Amul,200 ml,259.9,259.9,0,A09-R04-S03,1,protein;diabetic friendly
3160,Rice,Basmati Rice 1 L Parle,Parle,1 L,547.05,643.59,15,A10-R05-S04,1,snack;kids;high fibre
3161,Beverages,Mango Drink 500 g Aashirvaad,Aashirvaad,500 g,558.7,588.11,5,A01-R01-S05,1,kids;protein
3162,Biscuits,Bourbon 1 L DMart,DMart,1 L,724.01,762.12,5,A02-R02-S06,1,low sugar
3163,Bread,Brown Bread 1 kg Parle,Parle,1 kg,174.9,218.63,20,A03-R03-S01,1,staple;protein;low sugar
3164,Bread,Whole Wheat Bread 2 kg Modern,Modern,2 kg,222.91,234.64,5,A04-R04-S02,1,staple;high fibre;protein
3165,Rice,Regular Rice 2 kg Amul,Amul,2 kg,634.02,667.39,5,A05-R05-S03,0,snack;low sugar;high fibre
3166,Pulses,Moong Dal 1 L DMart,DMart,1 L,402.39,473.4,15,A06-R01-S04,1,snack;diabetic friendly;staple
3167,Dairy,Cheese Slices 200 ml DMart,DMart,200 ml,661.61,778.37,15,A07-R02-S05,1,low fat
3168,Pulses,Toor Dal 2 kg Fortune,Fortune,2 kg,489.56,543.95,10,A08-R03-S06,1,kids
3169,Bread,Brown Bread 200 g Aashirvaad,Aashirvaad,200 g,56.89,59.88,5,A09-R04-S01,1,low sugar;staple
3170,Pulses,Toor Dal 1 kg Lays,Lays,1 kg,397.6,397.6,0,A10-R05-S02,1,low sugar;low fat;kids
3171,Beverages,Soda 200 ml Modern,Modern,200 ml,246.23,259.19,5,A01-R01-S03,1,low sugar;kids
3172,Biscuits,Milk Bikis 1 L DMart,DMart,1 L,116.04,116.04,0,A02-R02-S04,1,kids
3173,Snacks,Mixture 2 kg Modern,Modern,2 kg,516.54,645.68,20,A03-R03-S05,1,diabetic friendly;kids;protein
3174,Pulses,Toor Dal 200 ml Modern,Modern,200 ml,398.58,442.87,10,A04-R04-S06,1,staple;low fat
3175,Dairy,Curd 500 ml DMart,DMart,500 ml,405.35,476.88,15,A05-R05-S01,0,staple;high fibre
3176,Oil,Groundnut Oil 500 ml Parle,Parle,500 ml,34.64,43.3,20,A06-R01-S02,1,low sugar;kids
3177,Bread,White Bread 2 kg DMart,DMart,2 kg,653.82,653.82,0,A07-R02-S03,1,protein;staple
3178,Bread,Whole Wheat Bread 1 kg Parle,Parle,1 kg,90.26,112.82,20,A08-R03-S04,1,high fibre;diabetic friendly;snack
3179,Bread,Brown Bread 2 kg Lays,Lays,2 kg,454.03,454.03,0,A09-R04-S05,1,snack;low fat;diabetic friendly
3180,Snacks,Potato Chips 250 g Modern,Modern,250 g,107.95,113.63,5,A10-R05-S06,1,low sugar
3181,Oil,Sunflower Oil 500 g DMart,DMart,500 g,319.84,376.28,15,A01-R01-S01,1,snack;high fibre
3182,Dairy,Toned Milk 500 g DMart,DMart,500 g,319.73,319.73,0,A02-R02-S02,1,kids;high fibre
3183,Biscuits,Bourbon 200 g Lays,Lays,200 g,504.12,530.65,5,A03-R03-S03,1,low sugar
3184,Oil,Groundnut Oil 500 g Amul,Amul,500 g,509.36,509.36,0,A04-R04-S04,1,low sugar;staple
3185,Pulses,Chana Dal 500 g Parle,Parle,500 g,172.89,172.89,0,A05-R05-S05,1,low fat;diabetic friendly
3186,Rice,Sona Masoori 200 ml Parle,Parle,200 ml,217.13,255.45,15,A06-R01-S06,1,low fat
3187,Bread,White Bread 500 ml Lays,Lays,500 ml,86.93,86.93,0,A07-R02-S01,1,snack;staple
3188,Dairy,Paneer 200 ml Amul,Amul,200 ml,31.45,34.94,10,A08-R03-S02,1,low sugar;snack;low fat
3189,Oil,Mustard Oil 100 g Amul,Amul,100 g,632.04,743.58,15,A09-R04-S03,1,protein
3190,Pulses,Chana Dal 1 L Parle,Parle,1 L,586.76,733.45,20,A10-R05-S04,1,staple
3191,Dairy,Paneer 1 kg DMart,DMart,1 kg,414.96,488.19,15,A01-R01-S05,1,kids
3192,Rice,Sona Masoori 500 ml DMart,DMart,500 ml,184.48,194.19,5,A02-R02-S06,1,snack;low fat;protein
3193,Bread,Brown Bread 500 ml Modern,Modern,500 ml,157.06,157.06,0,A03-R03-S01,1,protein;kids;high fibre
3194,Pulses,Chana Dal 500 g Aashirvaad,Aashirvaad,500 g,134.56,149.51,10,A04-R04-S02,1,snack;low fat
3195,Bread,Brown Bread 200 ml Modern,Modern,200 ml,135.69,142.83,5,A05-R05-S03,1,staple
3196,Dairy,Paneer 200 ml Amul,Amul,200 ml,625.41,735.78,15,A06-R01-S04,1,staple
3197,Beverages,Mango Drink 250 g Aashirvaad,Aashirvaad,250 g,302.06,355.37,15,A07-R02-S05,1,low fat
3198,Rice,Sona Masoori 250 g Amul,Amul,250 g,371.55,371.55,0,A08-R03-S06,1,low fat;low sugar;kids
3199,Bread,White Bread 2 kg Amul,Amul,2 kg,461.27,576.59,20,A09-R04-S01,1,staple
3200,Beverages,Soda 500 ml Modern,Modern,500 ml,466.44,490.99,5,A10-R05-S02,1,staple
3201,Oil,Sunflower Oil 500 ml DMart,DMart,500 ml,436.27,513.26,15,A01-R01-S03,1,snack;kids;protein
3202,Snacks,Mixture 500 ml Lays,Lays,500 ml,254.61,299.54,15,A02-R02-S04,1,snack;kids;low fat
3203,Pulses,Toor Dal 500 ml Britannia,Britannia,500 ml,293.03,325.59,10,A03-R03-S05,1,kids;snack
3204,Oil,Mustard Oil 250 g Modern,Modern,250 g,80.58,100.73,20,A04-R04-S06,1,low fat;protein;snack
3205,Oil,Sunflower Oil 500 ml Parle,Parle,500 ml,218.34,218.34,0,A05-R05-S01,1,diabetic friendly
3206,Biscuits,Bourbon 2 kg Aashirvaad,Aashirvaad,2 kg,45.59,47.99,5,A06-R01-S02,1,staple;low fat;protein
3207,Pulses,Moong Dal 500 g India Gate,India Gate,500 g,100.39,125.49,20,A07-R02-S03,1,snack;protein;high fibre
3208,Oil,Groundnut Oil 2 kg Parle,Parle,2 kg,298.33,372.91,20,A08-R03-S04,0,snack;diabetic friendly;kids
3209,Snacks,Khakhra 500 ml Fortune,Fortune,500 ml,178.88,223.6,20,A09-R04-S05,1,high fibre
3210,Biscuits,Good Day 200 ml India Gate,India Gate,200 ml,109.3,136.62,20,A10-R05-S06,1,high fibre;kids
3211,Rice,Sona Masoori 500 ml DMart,DMart,500 ml,270.7,284.95,5,A01-R01-S01,1,protein;kids;snack
3212,Bread,White Bread 1 kg Britannia,Britannia,1 kg,537.97,632.9,15,A02-R02-S02,0,low sugar
3213,Pulses,Chana Dal 500 ml Britannia,Britannia,500 ml,222.0,233.68,5,A03-R03-S03,1,protein
3214,Snacks,Mixture 250 g Modern,Modern,250 g,583.84,648.71,10,A04-R04-S04,1,low sugar;protein;low fat
3215,Beverages,Cola 500 ml Lays,Lays,500 ml,284.08,299.03,5,A05-R05-S05,1,high fibre;kids;snack
3216,Bread,Brown Bread 1 L Amul,Amul,1 L,140.56,175.7,20,A06-R01-S06,1,snack;kids;protein
3217,Dairy,Toned Milk 1 kg DMart,DMart,1 kg,34.83,34.83,0,A07-R02-S01,0,high fibre;kids
3218,Beverages,Soda 200 ml Amul,Amul,200 ml,248.66,310.82,20,A08-R03-S02,1,diabetic friendly;kids
3219,Oil,Sunflower Oil 2 kg Aashirvaad,Aashirvaad,2 kg,298.37,331.52,10,A09-R04-S03,1,low fat
3220,Bread,White Bread 500 ml Britannia,Britannia,500 ml,277.49,277.49,0,A10-R05-S04,0,kids
3221,Pulses,Chana Dal 500 g DMart,DMart,500 g,26.59,29.54,10,A01-R01-S05,1,diabetic friendly
3222,Bread,Brown Bread 100 g Lays,Lays,100 g,631.38,789.22,20,A02-R02-S06,1,kids
3223,Beverages,Cola 500 ml Britannia,Britannia,500 ml,457.15,507.95,10,A03-R03-S01,1,low fat;diabetic friendly;high fibre
3224,Biscuits,Good Day 200 g Parle,Parle,200 g,203.19,239.05,15,A04-R04-S02,1,diabetic friendly;low sugar;staple
3225,Biscuits,Milk Bikis 500 ml India Gate,India Gate,500 ml,76.29,76.29,0,A05-R05-S03,1,diabetic friendly;kids;low sugar
